"","species","location","site","nest","year","site_box_year","n_sampleID","n_percent_aquatic_pa","n_percent_aquatic_ra","n_num_fam","n_parental_investment_proj","n_band","n_age","n_sex","n_capture_date","n_cap_doy","n_cap_num","n_age.1","n_age_nestad","n_mass","n_bhead","n_fwing","n_sseries_type","n_cort1_raw","n_cort1_correct","n_glucose1","n_buty","n_cort2_raw","n_cort2_correct","n_glucose2","n_inject1_type","n_inject1_dose","n_inject2_type","n_inject2_dose","n_cort3_raw","n_cort3_correct","n_glucose3","n_fate","n_micro_nb","n_blood_nb","n_bolus_nb","n_lifetag_nb","n_Notes","n_Nest_Experiment","n_Nest_Treatment","n_Day6_Brood_Mass","n_Brood_Size_Day6","n_avg_day6_mass","n_exp_treat","n_TotalReads","ad_Individual_Band","ad_Adult_or_Nestling","ad_Sex","ad_Experiment","ad_Individual_Treatment","ad_RFID_On","ad_Individual_RFID","ad_Manipulated_after_1st_capture","ad_Capture_Date","ad_Capture_Number","ad_Method","ad_Leg_Banded","ad_Status","ad_Age","ad_Measured_by","ad_Mass","ad_Bill.Head","ad_Flat_Wing","ad_Tail","ad_Fat","ad_Culmen","ad_Ectoparasites_Presence","ad_Genetic_Mom","ad_Genetic_Dad","ad_Current_Brood_Size","ad_Natal_Nest","ad_Trap_set","ad_Disturbance_Time","ad_Bleed1_Latency","ad_Stress_Series_Type","ad_Bleed1_Amount","ad_Bleed1_Plasma_nb","ad_Base_Plasma_Sample_Box","ad_Baseline_Sample_Location","ad_Bleed1_CORT_Raw","ad_Bleed1_CORT_corrected_value","ad_Bleed1_OXY","ad_Bleed1_dROMs","ad_Bleed1_Glucose","ad_BUTY","ad_Bleed2_Time","ad_Bleed2_Amount","ad_Bleed2_Plasma_nb","ad_Stress_Plasma_Sample_Box","ad_Stress_Sample_Location","ad_Bleed2_CORT_Raw","ad_Bleed2_CORT_corrected_value","ad_Bleed2_OXY","ad_Bleed2_dROMs","ad_Bleed2_Glucose","ad_Inject_1_Type","ad_Inject_1_Dose","ad_Inject_1_Time","ad_Inject_2_Type","ad_Inject_2_Dose","ad_Inject_2_Time","ad_Bleed3_Time","ad_Bleed3_Amount","ad_Bleed3_Plasma_nb","ad_Dex_Plasma_Sample_Box","ad_Dex_Sample_Location","ad_Bleed3_CORT_Raw","ad_Bleed3_CORT_corrected_value","ad_Bleed3_Glucose","ad_Release_Time","ad_Nestling_Fate","ad_Feathers_Sample_nb","ad_Telomeres","ad_Telomere_Sample_nb","ad_Telomeres_Box","ad_Telomeres_Sample_Location","ad_Microbiome","ad_Microbiome_Sample_nb","ad_Microbiome_Box","ad_Microbiome_Sample_Location","ad_Blood_DNA_Collected","ad_Blood_DNA_Sample_nb","ad_Fecal_Sample_nb","ad_Bolus_nb","ad_Blood_Smear_Collected","ad_Lifetag_nb","ad_Bacteria_Killing_Assay","ad_CORT_AssayCode","ad_Extraction_Efficiency","ad_RIA_or_EIA","ad_OXY_AssayCode","ad_dROMS_AssayCode","ad_Notes"
"62","TRES","Ithaca","Unit_1","81","2019","Unit_1_81_2019","P19N292",0.5,0.878130217028381,14,"no","281128804","Nestling","Unknown","6/16/19","167","","12","12",14,23.1,35,"B_S_D",11.69,12.36,141,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"Fledged","","190487","","","","Color_Stress","Cont_Con",60,5,12,"Color_Stress_Cont_Con",599,272107809,"Adult","F","Color_Stressor","Control_Control","Old","","Control","10-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","TAR",19,28.3,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",13,"19N0512","","",2.84,3,NA,NA,236,NA,"00-Jan-00",10,"19N0513","","",28.32,29.95,NA,NA,275,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",12,"19N0514","","",34.02,35.98,307,"00-Jan-00","","","","","","","","M19N210","","","Yes","190235","P19N183","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"63","TRES","Ithaca","Unit_1","81","2019","Unit_1_81_2019","P19N372",0.428571428571429,0.260869565217391,7,"no","281128802","Nestling","Unknown","6/19/19","170","","15","15",16.75,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,8.49,8.98,222,"Fledged","M19N304","190632","","","","Color_Stress","Cont_Con",60,5,12,"Color_Stress_Cont_Con",46,272107809,"Adult","F","Color_Stressor","Control_Control","Old","","Control","10-Jun-19",3,"Int_Wig_Wag","R",2,"ASY","TAR",19,28.3,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",13,"19N0512","","",2.84,3,NA,NA,236,NA,"00-Jan-00",10,"19N0513","","",28.32,29.95,NA,NA,275,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",12,"19N0514","","",34.02,35.98,307,"00-Jan-00","","","","","","","","M19N210","","","Yes","190235","P19N183","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"64","TRES","Ithaca","Unit_1","86","2019","Unit_1_86_2019","P19N428",0.434782608695652,0.666251019135773,23,"no","281128680","Nestling","Unknown","6/22/19","173","","12","12",13,23.3,35,"B_S_D",0.01,0.47,176,NA,0.98,1.05,171,"Dex",6,"",NA,2.91,3.08,176,"Fledged","","190743","","","","Color_Stress","Cont_Con",45,4,11.25,"Color_Stress_Cont_Con",20851,278172233,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","18-Jun-19",3,"Flap_Trap","R",2,"SY","DCV",16.75,28.5,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16.5,"19N1084","","",1.73,1.83,NA,NA,231,NA,"00-Jan-00",9,"19N1085","","",28.04,29.66,NA,NA,241,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N1086","","",61.06,64.58,248,"00-Jan-00","","","","","","","","M19N294","","","Yes","190564","P19N340","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"65","TRES","Ithaca","Unit_1","86","2019","Unit_1_86_2019","P19N467",0.384615384615385,0.914327917282127,13,"no","281128681","Nestling","Unknown","6/25/19","176","","15","15",17.25,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,27.62,29.21,192,"Fledged","M19N352","190816","","","","Color_Stress","Cont_Con",45,4,11.25,"Color_Stress_Cont_Con",677,278172233,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","18-Jun-19",3,"Flap_Trap","R",2,"SY","DCV",16.75,28.5,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16.5,"19N1084","","",1.73,1.83,NA,NA,231,NA,"00-Jan-00",9,"19N1085","","",28.04,29.66,NA,NA,241,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N1086","","",61.06,64.58,248,"00-Jan-00","","","","","","","","M19N294","","","Yes","190564","P19N340","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"66","TRES","Ithaca","Unit_1","86","2019","Unit_1_86_2019","P19N429",0.571428571428571,0.739130434782609,7,"no","281128681","Nestling","Unknown","6/22/19","173","","12","12",17,24.6,37,"B_S_D",1.17,1.24,186,NA,4.8,5.08,228,"Dex",7.5,"",NA,2.74,2.9,199,"Fledged","","190744","","","","Color_Stress","Cont_Con",45,4,11.25,"Color_Stress_Cont_Con",23,278172233,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","18-Jun-19",3,"Flap_Trap","R",2,"SY","DCV",16.75,28.5,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16.5,"19N1084","","",1.73,1.83,NA,NA,231,NA,"00-Jan-00",9,"19N1085","","",28.04,29.66,NA,NA,241,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N1086","","",61.06,64.58,248,"00-Jan-00","","","","","","","","M19N294","","","Yes","190564","P19N340","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"67","TRES","Ithaca","Unit_1","86","2019","Unit_1_86_2019","P19N468",0.666666666666667,0.705882352941177,6,"no","281128682","Nestling","Unknown","6/25/19","176","","15","15",16.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,26.15,27.66,228,"Fledged","M19N353","190817","","","","Color_Stress","Cont_Con",45,4,11.25,"Color_Stress_Cont_Con",17,278172233,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","18-Jun-19",3,"Flap_Trap","R",2,"SY","DCV",16.75,28.5,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16.5,"19N1084","","",1.73,1.83,NA,NA,231,NA,"00-Jan-00",9,"19N1085","","",28.04,29.66,NA,NA,241,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N1086","","",61.06,64.58,248,"00-Jan-00","","","","","","","","M19N294","","","Yes","190564","P19N340","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"68","TRES","Ithaca","Unit_1","86","2019","Unit_1_86_2019","P19N430",0.4,0.124548736462094,10,"no","281128682","Nestling","Unknown","6/22/19","173","","12","12",16,24.1,42,"B_S_D",4.44,4.71,180,NA,41.02,43.38,187,"Dex",7,"",NA,3.56,3.77,200,"Fledged","","190745","","","The post-injection bleed time ""2:03:00 PM"" is not listed on the sheet and may have just been assumed.","Color_Stress","Cont_Con",45,4,11.25,"Color_Stress_Cont_Con",554,278172233,"Adult","F","Color_Stressor","Predator_Control","Old","","Yes","18-Jun-19",3,"Flap_Trap","R",2,"SY","DCV",16.75,28.5,117,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",16.5,"19N1084","","",1.73,1.83,NA,NA,231,NA,"00-Jan-00",9,"19N1085","","",28.04,29.66,NA,NA,241,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",11,"19N1086","","",61.06,64.58,248,"00-Jan-00","","","","","","","","M19N294","","","Yes","190564","P19N340","","Yes","",NA,"19CORT002","94.6%","EIA","","",""
"69","TRES","Ithaca","Unit_2","101","2019","Unit_2_101_2019","P19N245",0.4375,0.897354497354497,16,"no","278172274","Nestling","Unknown","6/13/19","164","","12","12",16.5,23,44,"B_S_D",NA,NA,182,NA,NA,NA,193,"Dex",7.5,"",NA,9.24,9.78,165,"Died","","190346","","","","Color_Stress","Pred_Dul",52,5,10.4,"Color_Stress_Pred_Dul",3780,278172147,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","07-Jun-19",3,"Hand","R",2,"ASY","KC",16,28.7,115,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",13.5,"19N0422","","",0.66,0.7,NA,NA,234,NA,"00-Jan-00",6.5,"19N0423","","",36.52,38.63,NA,NA,251,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",10.5,"19N0424","","",37.9,40.08,295,"00-Jan-00","","","","","","","","M19N170","","","Yes","190183","P19N140","","Yes","",NA,"19CORT012","94.6%","EIA","","","Mass incorrect due to miscalibrated scale."
"70","TRES","Ithaca","Unit_2","101","2019","Unit_2_101_2019","P19N244",0.642857142857143,0.963528413910093,14,"no","278172273","Nestling","Unknown","6/13/19","164","","12","12",19.5,23.2,53,"B_S_D",11.03,11.67,186,NA,25.89,27.39,NA,"Dex",9,"",NA,12.81,13.55,165,"Fledged","","190345","","","","Color_Stress","Pred_Dul",52,5,10.4,"Color_Stress_Pred_Dul",2358,278172147,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","07-Jun-19",3,"Hand","R",2,"ASY","KC",16,28.7,115,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",13.5,"19N0422","","",0.66,0.7,NA,NA,234,NA,"00-Jan-00",6.5,"19N0423","","",36.52,38.63,NA,NA,251,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",10.5,"19N0424","","",37.9,40.08,295,"00-Jan-00","","","","","","","","M19N170","","","Yes","190183","P19N140","","Yes","",NA,"19CORT012","94.6%","EIA","","","Mass incorrect due to miscalibrated scale."
"71","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N238",0.454545454545455,0.206421386247761,22,"no","281128723","Nestling","Unknown","6/13/19","164","","15","15",16.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,52.16,55.17,170,"Fledged","M19N235","190334","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",21771,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"72","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N236",0.409090909090909,0.0954812534974818,22,"no","281128720","Nestling","Unknown","6/13/19","164","","15","15",16.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,30.72,32.49,256,"Fledged","M19N233","190331","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",28592,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"73","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N240",0.818181818181818,0.997470489038786,11,"no","281128722","Nestling","Unknown","6/13/19","164","","15","15",15.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,15.17,16.05,225,"Fledged","","190333","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",1186,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"74","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N191",0.428571428571429,0.697556189796646,21,"no","281128724","Nestling","Unknown","6/10/19","161","","12","12",24.5,26.2,50,"B_S_D",11.67,12.34,186,NA,20.98,22.19,216,"Dex",11,"",NA,4.71,4.98,220,"Died","","190250","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",11212,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"75","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N190",0.434782608695652,0.964367816091954,23,"no","281128723","Nestling","Unknown","6/10/19","161","","12","12",21,25.7,48,"B_S_D",3.55,3.76,181,NA,41.68,44.08,197,"Dex",9.5,"",NA,8.96,9.48,224,"Fledged","","190249","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",3480,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"76","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N237",0.5,0.9911445993708,20,"no","281128721","Nestling","Unknown","6/13/19","164","","15","15",17,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,32.14,33.99,234,"Fledged","M19N234","190332","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",25747,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"77","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N189",0.538461538461538,0.559210204779825,13,"no","281128722","Nestling","Unknown","6/10/19","161","","12","12",19.5,24.4,45,"B_S_D",0.65,0.69,175,NA,54,57.12,195,"Dex",9,"",NA,7.26,7.68,229,"Fledged","","190248","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",20461,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"78","TRES","Ithaca","Unit_2","103","2019","Unit_2_103_2019","P19N239",0.5,0.615384615384615,6,"no","281128725","Nestling","Unknown","6/13/19","164","","15","15",17,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,29.76,31.48,NA,"Fledged","M19N237","190336","","","","Color_Stress","Cont_Con",54,6,9,"Color_Stress_Cont_Con",13,272107786,"Adult","F","Color_Stressor","Control_Control","Old","","Control","04-Jun-19",3,"Hand","R",2,"ASY","ASI",18.5,28,115.5,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",15,"19N0323","","",2.6,2.75,NA,NA,237,NA,"00-Jan-00",13.5,"19N0324","","",31.07,32.86,NA,NA,245,"Cortro",5.5,"00-Jan-00","",NA,"","00-Jan-00",14,"19N0325","","",35.25,37.28,247,"00-Jan-00","","","","","","","","M19N133","","","Yes","190141","P19N110","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"79","TRES","Ithaca","Unit_2","105","2019","Unit_2_105_2019","P19N454",0.454545454545455,0.75625,11,"no","281128757","Nestling","Unknown","6/23/19","174","","15","15",20.5,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",5.5,"",NA,18.13,19.18,250,"Fledged","M19N340","190788","","","","Color_Stress","Pred_Dul",48,5,9.6,"Color_Stress_Pred_Dul",160,278172158,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17.25,27,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",10.5,"19N0791","","",1.27,1.34,NA,NA,222,NA,"00-Jan-00",11,"19N0792","","",27.13,28.69,NA,NA,300,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0793","","",53.34,56.41,284,"00-Jan-00","","","","","","","","M19N243","","","Yes","190399","P19N265","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"80","TRES","Ithaca","Unit_2","105","2019","Unit_2_105_2019","P19N453",0.625,0.758620689655172,8,"no","281128756","Nestling","Unknown","6/23/19","174","","15","15",15,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",5.5,"",NA,30.3,32.04,181,"Fledged","M19N339","190787","","","","Color_Stress","Pred_Dul",48,5,9.6,"Color_Stress_Pred_Dul",29,278172158,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17.25,27,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",10.5,"19N0791","","",1.27,1.34,NA,NA,222,NA,"00-Jan-00",11,"19N0792","","",27.13,28.69,NA,NA,300,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0793","","",53.34,56.41,284,"00-Jan-00","","","","","","","","M19N243","","","Yes","190399","P19N265","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"81","TRES","Ithaca","Unit_2","105","2019","Unit_2_105_2019","P19N387",0.352941176470588,0.651272777855056,17,"no","281128757","Nestling","Unknown","6/20/19","171","","12","12",22.75,26.1,49,"B_S_D",2.81,2.97,154,NA,6.09,6.45,175,"Dex",10.5,"",NA,3.64,3.86,216,"Fledged","","190660","","","","Color_Stress","Pred_Dul",48,5,9.6,"Color_Stress_Pred_Dul",7189,278172158,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17.25,27,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",10.5,"19N0791","","",1.27,1.34,NA,NA,222,NA,"00-Jan-00",11,"19N0792","","",27.13,28.69,NA,NA,300,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0793","","",53.34,56.41,284,"00-Jan-00","","","","","","","","M19N243","","","Yes","190399","P19N265","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"82","TRES","Ithaca","Unit_2","105","2019","Unit_2_105_2019","P19N388",0.555555555555556,0.542056074766355,9,"no","281128758","Nestling","Unknown","6/20/19","171","","12","12",11.5,23.9,36,"B_S_D",9.01,9.53,180,NA,20.01,21.17,183,"Dex",5.5,"",NA,2.27,2.41,161,"Fledged","","190661","","","Some of the Dex leaked out.","Color_Stress","Pred_Dul",48,5,9.6,"Color_Stress_Pred_Dul",214,278172158,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17.25,27,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",10.5,"19N0791","","",1.27,1.34,NA,NA,222,NA,"00-Jan-00",11,"19N0792","","",27.13,28.69,NA,NA,300,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0793","","",53.34,56.41,284,"00-Jan-00","","","","","","","","M19N243","","","Yes","190399","P19N265","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"83","TRES","Ithaca","Unit_2","105","2019","Unit_2_105_2019","P19N390",0.421052631578947,0.288680177953534,19,"no","281128756","Nestling","Unknown","6/20/19","171","","12","12",14.5,24.6,44,"B_S_D",1.19,1.26,184,NA,20.65,21.84,182,"Dex",7,"",NA,4.26,4.51,197,"Fledged","","190659","","","","Color_Stress","Pred_Dul",48,5,9.6,"Color_Stress_Pred_Dul",14161,278172158,"Adult","F","Color_Stressor","Predator_Dull","Old","","Yes","15-Jun-19",3,"Int_Wig_Wag","R",2,"SY","RC",17.25,27,111,NA,NA,NA,"",NA,NA,NA,NA,"00-Jan-00","00-Jan-00","00-Jan-00","B_S_A30",10.5,"19N0791","","",1.27,1.34,NA,NA,222,NA,"00-Jan-00",11,"19N0792","","",27.13,28.69,NA,NA,300,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",11,"19N0793","","",53.34,56.41,284,"00-Jan-00","","","","","","","","M19N243","","","Yes","190399","P19N265","","Yes","",NA,"19CORT012","94.6%","EIA","","",""
"84","TRES","Ithaca","Unit_2","109","2019","Unit_2_109_2019","P19N247",0.428571428571429,0.794871794871795,7,"no","278171889","Nestling","Unknown","6/13/19","164","","12","12",17,25.3,53,"B_S_D",16.04,16.96,184,NA,71.44,75.55,191,"Dex",7.5,"",NA,7.03,7.44,157,"Fledged","","190351","","","","Color_Stress","Cont_Dul",61,5,12.2,"Color_Stress_Cont_Dul",39,278172149,"Adult","F","Color_Stressor","Control_Dull","Old","","Yes","07-Jun-19",3,"Hand","R",2,"SY","KC",14.75,28.7,116,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",8,"19N0401","","",0.57,0.6,NA,NA,192,NA,"00-Jan-00",10,"19N0402","","",48.48,51.27,NA,NA,256,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",12.5,"19N0403","","",45.65,48.28,283,"00-Jan-00","","","","","","","","M19N163","","","Yes","190176","","","Yes","",NA,"19CORT013","94.6%","EIA","","","Mass may be incorrect due to miscalibrated scale."
"85","TRES","Ithaca","Unit_2","109","2019","Unit_2_109_2019","P19N286",0.407407407407407,0.939155107187894,27,"no","278171889","Nestling","Unknown","6/16/19","167","","15","15",15,NA,NA,"A30",NA,NA,NA,NA,NA,NA,NA,"Cortro",NA,"",NA,53.38,56.45,157,"Fledged","M19N255","190463","","","","Color_Stress","Cont_Dul",61,5,12.2,"Color_Stress_Cont_Dul",3172,278172149,"Adult","F","Color_Stressor","Control_Dull","Old","","Yes","07-Jun-19",3,"Hand","R",2,"SY","KC",14.75,28.7,116,NA,NA,NA,"",NA,NA,NA,NA,"","00-Jan-00","00-Jan-00","B_S_A30",8,"19N0401","","",0.57,0.6,NA,NA,192,NA,"00-Jan-00",10,"19N0402","","",48.48,51.27,NA,NA,256,"Cortro",NA,"00-Jan-00","",NA,"","00-Jan-00",12.5,"19N0403","","",45.65,48.28,283,"00-Jan-00","","","","","","","","M19N163","","","Yes","190176","","","Yes","",NA,"19CORT013","94.6%","EIA","","","Mass may be incorrect due to miscalibrated scale."
